text,label
"考生必备:2010年雅思考试时间表 雅思 IELTS ,是一项国际英语水平测试,由剑桥大学测试中心、英国文化委员会和澳大利亚高校国际开发署共同管理。雅思考试分为两种模式:学术类用于测试应试者是否能够在英语环境中就读大学本科和研究生课程;普通培训类则侧重评估应试者是否已具备在英语国家生存所需基本英语技能。在欧美和北美,越来越多的院校开始接受雅思成绩。 2010雅思考试时间表 2010年2月11日 2010年2月20日 2010年2月27日 2010年3月6日 2010年3月",教育
"驻美领馆参赞:首批留学生的窘迫生活 美国《侨报》日前刊发了对洛杉矶总领馆教育参赞陈准民的专访,陈准民参赞在采访中回忆了自己的留学生活并讲述了自己作为改革开放后首批留美学生与现在留学生的巨大“反差”。 文章摘录如下: 从中国改革开放之初首次向美国派出留学生至今,已近30年。30年前,中国一年派出的留学人员仅七八十名,而今每年从中国来美留学人员超过18万,数量反差巨大。今天,中国已跻身世界一流强国,可30年前,中国刚从“国家经济几近崩溃边缘”折返。时代不同,中国留学生生活品质",教育
"大宗商品跌势未止黄金熊市漫漫无尽头 特约撰稿 刘振东 十月以来,所有的大宗商品均出现了罕见的大跌行情。一时之间华尔街的金融风暴席卷全球。在这一波大熊市行情之中,就连一直被赋予避险功能的黄金也未能幸免于难。黄金的后市将如何走? 我们先来就商品期货市场各品种的近期行情进行回顾: 1、铜:伦敦铜在2008年7月1日创出每吨8645美元的新高之后,历经3个多月的时间,到10月24日创出新低每吨3665美元,下跌幅度达到57.6%之多。目前正处在4000美元一线剧烈震荡。 2、石油",财经
"大商所理事会审议通过焦炭期货合约及相关细则 记者 叶苗 编辑 杨晓坤 大连商品交易所第二届理事会第十八次会议于2011年3月30日在成都召开,会议重点审议并通过了焦炭期货合约及其相关细则修正案,为焦炭期货上市铺平了道路。曲立峰副理事长主持会议,大商所副总经理郭晓利及交易所相关部门负责人列席了本次会议。证监会期货一部相关领导出席了理事会。 在此次理事会上,郭晓利受总经理委托作了《关于拟定焦炭期货合约和相关实施细则的报告》,就上市焦炭期货合约的意义、合约和规则设计的总体思路、期货合约",财经
"二度收储启动 农产品期货下跌回应 胡军华 市场流传近半月的消息成为事实,国家将在黑龙江大幅增加大豆、玉米、水稻的收储数量,借此稳定相关等农产品种植面积,保护农民种植积极性。 黑龙江省粮食局昨日在官方网站发布消息,表示为了进一步加强粮食市场调控,稳定粮食市场价格,保护种粮农民利益,防止出现农民“卖粮难”问题,国家决定在主产区增加收购部分新粮作为国家临时存储。国家此次下达给黑龙江省国家临时存储收购计划大豆为103万吨、玉米为130万吨、稻谷为260万吨。此批国家临时存储粮食",财经
"中小基金公司赶搭发行末班车 本报讯 数据统计显示,剔除2只联接基金,本周共计有15只新基金上柜发行,尤其值得注意的是,15只新基金中有大半隶属于中小规模基金公司。 相关数据显示,今年以来,新基金发行总数已经超过100只,59家基金公司均有新基金发行,不少中小基金公司也成功赶上了今年新基金发行的末班车。这15只正在发售的基金中,有8只基金三季度末的资产管理规模不足200亿元。其中10月26日发行的华商阿尔法和11月16日开始发行的天弘周期策略均属于上述两家基金公司今",财经
"高考填报志愿必看的20篇专业及就业前景解析 新浪教育讯 2010年高考即将开始,北京和上海已经开始进行考前本科批次的志愿填报,为了帮助考生和家长选择专业提供帮助,新浪教育频道特别精选整理了20篇专业及就业前景解析文章,希望给广大考生和家长填报志愿提供参考。",教育
"美国企业年金巨亏的启示 漫画 万永 本报记者 余? “常在河边走,怎能不湿鞋。”风光了近三十年的美国401K计划正可谓成也萧何,败也萧何,今年以来美国股市的暴跌,造成401K计划上万亿美元的亏损,无数美国人的退休金因此大幅缩水。企业年金该不该大量投资权益类产品?是不是应该把选择投资组合的权力完全交给个人?中介机构该在年金运作中发挥什么样的作用?反思这些问题,或许对中国年金市场的发展不无裨益。 401K计划也称401K条款,根据美国1978年《国内税收法》第40",财经
"47分大溃败后邓华德做出回应 他的用意其实很简单 由于非洲兄弟科特迪瓦的仗义相助,小组赛仅胜一场的中国男篮凭借小分上的优势幸运地获得小组出线权。“被出线”后的中国队异常兴奋,主教练邓华德在最后一场与土耳其的小组赛上将本队的首发阵容来了一个“乾坤大挪移”,结果以40:87惨败。这场比赛引起了各方强烈争议,央视主持人直言“这么弄,不妥当”,而邓华德赛后则批评央视不懂球。 “娃娃兵”表现不咋的 提前一轮出线后,中国男篮在对阵土耳其的比赛中派上了平均年龄只有20.4岁的首发阵容:于澍龙和郭艾伦",体育
"回归现货 期货业探寻转型之路 证券时报记者 游石 十年前行业不景气,成就了期货公司产品事业部模式;五年前商品牛市,大营销中心模式后来居上。虽然期货业靠天吃饭,但变是永恒的主题。 面对今年行业由高增长跌入谷底,南华期货副总经理唐启军指出,期货业应该回归现货,有效服务产业经济是期货公司应该选择的转型之路。 南华期货是期货公司业务转型的成功样板。早在2001年行业最为低迷时期,南华期货前瞻性地投资成立了业内第一家期货研究所,以专业化研究帮助公司树立起品牌。公司通过研究所搭",财经
"国内商品市场或迎开门红 每经记者 张昊 受近日国际金价连创历史新高、美元持续走软、原油期货高位盘整、国际商品价格以及全球主要股指呈现先抑后扬走势的影响,市场人士指出,国际商品市场多头表现较强,尤其是在美元贬值预期强烈的背景下,国内商品市场今日很可能出现普涨行情。但是,除了黄金上升通道打开可能带来单边行情外,其余品种出现单边行情的可能性相当小。 分析师认为,美元走弱为商品市场带来了看多的氛围,金价突破历史高点,预示上涨空间进一步打开,不排除今日国内黄金股及沪金期",财经
"留学中介再曝造假黑幕 3年刻300假章疯狂敛财 近日,广东侨谊海外交流服务中心有限公司深圳服务中心 以下简称“广东侨谊深圳中心” 的申小姐,因分红纠纷将公司两名合伙人告上法庭,目前已由深圳福田法院立案。这起纠纷的背后,还牵扯出3年来该中心伪造公章、造假成绩单的黑幕。 7日下午,申小姐向记者提供了16个伪造的红印章,包括15个学校的公章和1个私人印章。申小姐称,这些红印章都是广东侨谊深圳中心业务负责人王先生伪造的,用于为学习成绩差的学生制造假成绩单。 3年伪造300个公私印章,制造假成",教育
"王治郅第五次到海口感叹很美 男篮将边训练边放松 南海网5月17日海口消息 南海网记者韩博文张茂 已经集结完毕的中国男篮今日下午飞抵海口,并将在海口进行为期一周的无球体能训练。 下午16时50分左右,中国国家男篮主教练邓华德率先走出机场,一身黑衣加牛仔裤,显得异常轻松。随后,男篮集训队队员王治郅、王仕鹏、朱芳雨、刘炜、孙悦在内的国家队全体队员相继走出机场。 在接受南海网记者独家采访时,王治郅表示此次已经是第五次来海口,感觉海南很美、天气也很舒服,这一次在海南训练,主要会以恢复体能、恢复",体育
"民校高校开招研究生是市场的胜利 近日,包括北京城市学院在内的5所民办高校已通过教育部审批,从2012年起可以正式招收研究生。这是新中国成立以来,我国民办高校首次获得研究生教育资格,普遍认为,此举标志着民办高校学历培养层次进一步提升,打破了过去研究生招生由公办高校、科研院所独家垄断的局面,甚至会引发蝴蝶效应。 教育部此时出台的这一教改政策,值得大声叫好。允许民校进入公平的生源竞争环境,鼓励教育朝专业化、实用性方向发展,迫使公校及时调整不合时宜的教学模式,对公校民校之间进",教育
"时评:高考改革应为农村考生提供公平竞争机会 最近读了原春琳撰写的《15省区公布高考改革方案基本与农村考生无关》一文,感触颇深。文章指出,自主招生“这个制度从执行之初,倾向性就很明显:这个政策基本与农村学校无缘,与农村考生无缘”。 全国有大学849所,具有较强实力的“985工程”学校39所。2010年自主招生的大学有80所,基本属于国内高水平大学。通过自主招生考试跨入高水平大学门槛的考生在6年间翻了6番,而这个政策基本与农村考生无关。据笔者了解,农村能上高中的学生数量本来就少,一般",教育
"沪铜天量成交持仓增加 多空决战一触即发 15日沪铜成交连续第三日超百万手,总持仓再度增加10670手至412082手,显示市场多空力量仍在积蓄,短期或将再度展开争夺。 尽管从基本面看,铜价仍有回调压力,但接下来可能让位于资金炒作。技术上看,沪铜主力在5日均线获得支撑依然有效,后市又一轮多空博弈蓄势待发。 相比以前,市场多头腰杆明显硬气不少,首先是受季节性旺季下游消费趋升的支持。众所周知,每年3至5月是铜消费旺季。从铜消费结构看,美国铜消费中建筑占50%,其次是交通运输;而在中",财经
"海外矿山产量下降 进口需求力挺铜价 国际铜价经过近半年时间的回落整理,投机泡沫得到挤压,市场对于铜价的关注重新回到供需平衡上,伦铜从8900美元/吨位置展开强劲反弹。同时,沪铜也修正了此前对于国内外经济走弱的悲观预期,自66000元/吨大幅反弹至74000元/吨水平。从铜自身基本面来看,海外矿石产量增长不及预期,以及中国可能重新大量进口令投资者对铜价产生浓厚兴趣。尽管国内外制造业显现增长动力不足,未来库存可能增长过快使得铜价上涨高度受限,但在中国进口需求有望强劲恢复的预期",财经
"辅导:09年英语专业考研30天冲刺关键点 还有整整一个30天就要考研了,在这段时间里,建议英语专业考研的考生要把主要任务放在“查漏补缺,集中复习”上。 基础英语这张试卷应该注意以下几个问题:首先要反复做真题,这里要注意不要光做本校的,因为本校的题目不可能近几年反复出,做一做主要是掌握他的命题规律,考察的重点,近几年趋向性的变化等等,这里建议大家要做一些同类型学校的题,最好能做十套左右,这样在强度和广度上才能达到英研的标准要求。 第二,要针对自己的薄弱点,进行针对性的复习,词汇方",教育
"2010考研结束 广大考生何去何从 2010年考研在紧张中顺利的结束了,备战于2010的考生亦获得阶段性的解脱。坚持到最后并从考场上走出来的你们,相信自有一番收获。繁忙的备考状态随着考试结束而暂告段落,放松下来,心中亦有诸多忐忑不安。紧张过后,忐忑之中,广大考生将何去何从? 在紧张的备考状态结束以后,突然地放松有些考生难免会有些许茫然和不知所措,对于考试结果的担忧中亦很难真正的放松,而且就业的压力就在眼前。面对如此多的问题与压力,广大考生应该如何应对? 在放松之余,广大考",教育
"米利甘未起程前往申花 澳队透成交价绝没250万美元 新浪体育讯 北京时间2月2日,尽管国内有消息传出“前澳大利亚国奥队队长马克-米利甘将抵达上海”,但是经过新浪体育在澳大利亚方面的了解,证实澳超纽卡斯尔喷射队全能型后卫马克-米利甘,今日尚未离开澳大利亚前往上海,当然也未能与上海申花会合并完成加盟事宜。另外,尽管对方坚决不肯透露米利甘加盟申花的相关费用,但是经过再三努力,澳大利亚方面还是表示最终的成交价钱绝对小于外界传闻的250万美金。 外电多次报道米利甘加盟申花 1月初,不少媒体相继报道",体育
"深圳私募跌停板抢筹举牌 押宝ST天目重组 长江商报消息 重组才告吹的 ST天目又遭到了深圳私募诚汇投资的举牌。7月27日,诚汇投资从二级市场一举增持 ST天目693万股,占其总股本的5.69%,超过5%举牌线,并称未来12个月内可能继续增持。受此消息刺激, ST天目昨日一字涨停,报10.82元。 深圳私募跌停板抢筹 重组刚告吹的 ST天目27日披露,公司接到股东诚汇投资企业 有限合伙 的通知称,该公司于7月26日通过上交所证券交易系统集中竞价交易增持了公司693万股,占公司总股",财经
"何时高考能告别五花八门的“减压” 一年一度的高考来临之前,老师、家长们都在忙什么?恐怕非“减压”莫属:饮食减压、运动减压、冥想减压、音乐减压......种种高招、妙招、奇招、怪招,能想到的全用上了,真是五花八门、无奇不有。 高考之后呢?还得减压。等成绩公布、填报志愿......此前的紧张恐惧,被紧随其后的焦虑不安所代替。家长们还要采取旅游减压、娱乐减压等种种措施,对孩子们进行心理疏导。 高考给孩子们带来的心理压力究竟有多大?我这个1988年参加高考的老考生有切身的体会:",教育
"华安基金6000万元自购基金 华安基金公司已于9月4日完成此轮申购的第二次下单。至此,华安基金此轮6000万元自购旗下基金已快速完成。 据悉,华安基金9月4日申购的2只基金为华安宏利1200万元,华安宝利配置1800万元。此前,该公司已于8月24日申购了华安宏利1200万元,华安中小盘1800万元。 据介绍,这也是继2008年华安基金斥资4200万元分次等额申购旗下4只偏股型基金后,又一次运用公司固有资金投资旗下基金。 徐国杰 已有_COUNT_条评论 我要评论",财经
"社保基金抄底暴赚后离场 荆楚网消息 楚天金报 随着2008年上市公司年报披露,基金2009年的资产配置路线图近乎全面曝光。从已公布的年报来看,基金对上市公司“副业”资产研究颇深,对热点题材概念的个股的配置毫不手软。 记者统计,去年四季度,江苏国泰、华星化工、长春高新、中牧股份、中铁二局、川投能源、北斗星通等十多只此类概念股均有基金新进建仓。 抄底基金暴赚 以拥有当今A股最炙手可热的概念 新能源锂电池 的江苏国泰为例,去年四季度,该公司有四只新基金抄底建仓,中信",财经
"足球场离奇悲剧! 杀人的球门令12岁男孩丧生 图 新浪体育讯 在刚过去的这个周末,英国一名12岁男孩的球场悲剧引发媒体关注,《太阳报》、《邮报》都报道了这件事,一个突然倒下的球门令这名男孩不幸丧生。 上周五在威尔士中部的凯斯维斯,一群男孩在当地一个球场踢足球,突然间一侧的球门倒下,砸中了这个名叫卡西-布里塞的12岁男孩,卡西虽然被救护直升机紧急送到医院抢救,但最终未能避免悲剧发生,他因为头部受伤而不治身亡。 这块球场隶属于当地政府的理事会,侦探伊安-安德鲁斯介绍情况说:“一群孩子在踢足",体育
"卢比奥未来去向变数无穷 国王为追他或弃头号球星 新浪体育讯 北京时间9月7日消息,据《萨克拉门托蜜蜂报》报道,虽然里基-卢比奥已经和巴塞罗那签约两年内都基本无望来NBA打球了,但“西班牙金童”依然没有离开国王的视线。 其实09年选秀前国王一直都有严肃考虑用4号签挑选卢比奥,但就是因为合同买断等纠葛导致他们最终谨慎起见选了泰雷克-埃文斯。不过埃文斯归根结底还是更像得分后卫,虽然突破杀伤力极强但还是无法填补国王控球后卫的真空,在孟菲斯大学埃文斯虽然场均有3.9次助攻却同时有3.6个失误。",体育
"四川2011年高校艺考启动 用探测仪严管作弊 我省2011年美术类专业报名考试将于明日开始,其他专业类别将在春节后陆续展开。记者昨日从省教育考试院了解到,我省2011年普通高等学校艺术、体育类专业招生报名工作已圆满结束。全省艺术、体育专业报名人数共68775人,比2010年增加5024人,增幅为7.9%,增幅进一步趋缓。 据省考试院相关负责人介绍,根据不同专业的特点,在艺术专业面试中将对主考教师采取临时随机抽取考室、不定期调整考室、使用计算机评卷管理系统等办法,切实加强管理。要求所",教育
"短道男子接力中国犯规被取消成绩 韩国获3连冠 新浪体育讯 北京时间2月2日消息,在刚刚结束的亚冬会男子短道速滑5000米接力决赛中,中国队与韩国队展开了惊心动魄的争夺,最终由于体力不支,中国队第二个冲过终点,但却被判犯规取消了成绩,韩国队实现三连冠。至此,本届亚冬会8枚短道速滑金牌,中韩各分4枚。 在男子5000米接力中,中国队的小伙子们将向韩国队发起冲击,在小组赛里中国队成绩是6分51秒864,这要稍好于韩国队,不过韩国队在小组赛中有所保留,所以决赛里中国队要想夺金并非易事。 决",体育
"央行上海总部:正查证HD90百元假币事件 近日互联网上流传,一批仿真度极高的百元假钞流入全国各省市,并能躲过验钞机识别。央行上海总部向 《每日经济新闻》表示,央行已经在查证这一情况,并在等待受访相关部门就假钞事件的情况做出回复。 每经记者 马骏? 发自上海 近日互联网各大论坛上流传,一批仿真度极高的百元假钞流入全国各省市。该消息已经引起了有关部门的注意。昨日,记者从央行上海总部了解到,央行留意到了网上的传言,并且已经同各银行业务部门进行联系和沟通,查证这一情况。眼下央行正等待相",财经
"特里领衔英格兰史上最差防线 真的只因少了费迪南德? 记者严俊发自南非 惨败出局的英格兰队颜面扫地,虽然他们可以为兰帕德的进球被判无效而争辩,但是无能的防线却应当为惨败买单。阿森纳名宿迪克逊赛后特别批评了球队后防:“后卫的表现是英格兰队有史以来最差的一次。” 岂止是后卫,门将詹姆斯的表现也让人无语。两场小组赛保得清白身之后,英德大战让他原形毕露:克洛泽的进球暴露出詹姆斯迟缓的移动速度,波多尔斯基的小角度射门则打穿詹姆斯的“小门”,穆勒的首球从近角入网,第二球则更是令詹姆斯徒呼奈何。詹姆斯赛",体育
"银价上涨出售银条反亏本 实物白银回购渠道欠缺 商报讯 记者 洪叶 今年5月以来,虽然国际贵金属市场大幅震荡,但银价依旧维持在35美元/盎司左右的高水平。不过,尽管白银价格已经从2008年11月国际银价还不到11美元/盎司,到今年4月份的接近50美元每盎司。但购买银条的投资者却没有享受到胜利的喜悦,由于实物白银回购渠道不畅,银条、银饰品投资者即使勉强变现,却也只能面对微利甚至亏损的窘境。 银价上涨出售银条反亏本 “前年银价大概5.2元/克的时候花了2万7千多元买了一堆纪念性的银条,现",财经
"基金新增开户数稳步回升 本报上海电 记者桑彤 中国证券登记结算公司10月27日发布的数据显示,上周 10月19日-10月23日 基金新增开户数稳步回升再度接近5万户。 统计显示,上周基金新增开户数再度回升至49669户,较前一周上涨9970户,环比上升25.11%。随着近期股指筑底反弹,再度登上3000点大关,投资者投资热情也再度回升。 已有_COUNT_条评论 我要评论",财经
"香饽饽职业:出国教汉语年薪70万 图 目前,全世界有109个国家、3000多所高等学校开设了汉语课程,汉语学习的人数已经超过了4000万,在很多国家,学汉语的人数正以50%甚至更高的速度增长。“汉语热”已经势不可挡,所以对外汉语教师也成为一种紧俏的职业。 近日,北京京师环宇国际汉语教师培训基地云南考务中心,将在昆明地区全面展开国际汉语教师的培训、取证及劳务输出工作,让更多的人可以带薪走出国门,实现自己的出国梦。 汉语教师世界缺口近千万 国家汉办主任、孔子学院总部总干事徐琳,",教育
"马布里表态愿归队打球 暗示要买断一分钱也不能少 新浪体育讯 北京时间12月5日消息 关于斯蒂芬-马布里与尼克斯队的情况又有新进展。据《纽约邮报》报道,马布里表示将不再会与球队谈买断事宜,但他也没完全封死后路。马布里给尼克斯两种选择:叫我回来打球可以,要想赶我走就直接解除合同 解除合同尼克斯要支付全部薪金 。 马布里的最新表态非常圆滑,这样说等于表达了他愿为尼克斯比赛的想法,因为他知道球队现在急缺后卫。而且马布里在谈尼克斯与骑士的比赛时竟然还用了“我们”,显然他在暗示自己还是球队一员。",体育
"考研复试提前联系导师注意事项 在各大高校陆续公布考研成绩的时候,有很多同学在了解自己的成绩之后,都纷纷打电话问我们复试的事情,特别是怎么联系导师的问题和联系导师要注意方式、方法。那么以下就是我对此的总结。 一、联系前的准备。 关于联系导师,要注意不打无准备之战,以免弄巧成拙。联系导师之前需要了解导师的研究方向,看自己到底喜不喜欢导师的研究方向;查询导师的发表论文,对导师以前发表的论文进行深入的研究;还要对导师目前所进行的研究工作进行了解。具体的方法如下 混脸熟。到目",教育
"2009年河南省高考考点将实行无线电监测 本报讯 2009年高考即将举行,我省高考工作已经进入临战状态,今年我省高考考生总数95.9万人,虽比2008年有所下降,但仍居全国第一。省政府昨日召开电视电话会议,部署各项工作安排。 各考点实行无线电监测 从近年来查处和了解的作弊手段看,无线电作弊已经成为近年来高考中使用频率最高的一种作弊现象,并呈现逐年上升的趋势。作弊的形式也在不断翻新,作弊设备越来越隐蔽,涉及的频段越来越多。对此,省工业和信息化厅表示,目前已做好各项准备,将对各高考",教育
"四川达州铭仁园中学七年级下学期期末试题汇总 2010年全国各地中学期末考试陆续开始,新浪教育特别整理了各地2010年全国各地中学期末考试试题及答案,以供考生参考,试题将随时更新,敬请关注!",教育
"股市暴跌影响金属反弹 仅余沪铜独自飘红 全景网2月26日讯隔夜伦敦金属连续第二日大幅反弹,但国内金属期货走势受股市暴跌影响,明显偏弱,除沪铜收红外,铝锌均出现回调。市场人士普遍认为,从各国近期公布的经济指标来看依旧疲弱,全球经济仍旧没有走出低谷,金属消费将难以出现旺盛的局面。 沪铜0905开盘于27890元,见高28450元,探低27700元,收报27820元,涨220元或0.80%,持仓减390手。 沪铝0905开盘于11850元,见高11875元,探低11720元,收报1",财经
"华约七校AAA测试 成绩预计2周后公布 19日,以清华大学为代表的“华约”七校自主招生测试 “高水平大学自主选拔学业能力测试”,简称AAA测试 在全国33个考点同时举行。吉林省的考点设在长春市,共有1542名考生参考。 “华约”七校包括:上海交通大学、中国人民大学、中国科学技术大学、西安交通大学、南京大学、浙江大学和清华大学。昨日的考试从上午9时开始,17时30分结束。上午进行阅读与写作的测试。全部试卷一并下发,开考一个半小时后由监考人员收回中文阅读与写作部分的试卷,开考3小",教育
"债市暖风依旧 周二银行间债券市场收益率走出一波继续下行的行情,全天现券交易成交面额1457亿,较前一交易日略有缩减。虽然经历了前期行情回暖,债市收益率大幅下调,但是基于长期向好的预期,机构投资热情却依然不减。昨日双边报价成交继续维持火爆态势,卖盘多只债券被点,集中在中长期国债、中期政策性金融债及各期限央票,也反映出目前机构配置的偏好。 国债方面,10年期080010早间在4.09%成交,收益率较昨日略有上升,此后双边陆续在4.06%和4.04%卖盘被",财经
"个人炒黄金亏百万 告代理公司违规被驳回 新华网广州12月1日专电 记者孔博、赖雨晨 广州市民周炳文委托广东省黄金公司黄金交易部代理其进行黄金T+D交易,先后投入交易保证金121.5万元,不料却亏了117.7万元,遂以对方不具有代理个人黄金交易资格等为由起诉请求返还保证金。广州市越秀区人民法院1日一审判决驳回诉讼请求。 法院审理查明,2007年11月,周炳文 乙方 与广东省黄金公司黄金交易部 甲方 签订代理协议书,约定乙方委托甲方按照乙方的指令为乙方进行在上海黄金交易所的现货交",财经
"双禧B再冲涨停 大盘蓝筹概念受追捧 【《财经》记者王娟】 双禧B在连续上涨7天后,今日继续发力,截至中午收盘再以涨停报收,近八个交易日大涨71.25%,这刷新了创新型基金连续上涨的新纪录。德圣基金研究中心高级分析师肖锋在接受《财经》记者采访时称,双禧B在二级市场受到追捧可能是对未来以金融股为代表的大盘蓝筹股持续上涨抱有预期。 浙商证券研究报告显示,杠杆型基金的上涨是因为其跟踪的指数出现了上涨,经基金自身的投资杠杆放大后的结果。一般来说,杠杆基金的进取类产品的投资杠杆一般在",财经
"上周新增基金账户数创十周来新高 中国证券登记结算公司2日公布的数据显示,上周 10月26日-10月30日 新增股票账户297,196户,比此前一周的267,157户略有增长,仍未能回到节前高峰。新增基金开户数比此前一周的49,669户大幅增加四成,增至68,517户,为十周以来新高。 上周股市活跃程度有所下降,一周参与交易的A股账户数为1,789.04万户,比此前一周的1,859.61万户略有下降,远不足节前超过2000万户的高位。新增开户数中,新增A股开户数为296",财经
"检举信引发段位赛严查骨龄 名利双收有人铤而走险 围棋也有高考?大多数家长恐怕都觉得不可思议。但对于那些倾注了十数年心血以及数十万资金来培养孩子走“职业”围棋道路的家长来说,他们毫无疑问会说“有”。这个“围棋高考”就是每年举办一次的“职业定段赛”,其难度甚至超过了普通孩子考北大、清华。 更让普通家长想不到的是,跟每个人都可以参加普通高考相比,“围棋高考”的门槛设置要高很多 不仅要有业余5段以上的资格证书,同时还要测骨龄!下围棋跟骨骼成长有关系吗?这肯定让大多数人都很困惑,也是白宝祥6段",体育
"钢市金九不金 部分钢贸企业资金成本暴增三倍 世华财讯 钢贸商表示,目前需求和行情都不太好,9月份本来是传统的钢材市场销售旺季,但今年的钢铁行业表现得“金九不金”。 据每日经济新闻9月9日报道,对于部分钢铁企业,资金成本压力陡增已成为铁矿石之外的又一困扰,愁容最近从没离开过钢贸商王凯 化名 的脸庞。 “上批贷款已经到期,新提交的贷款申请却迟迟没有审批下来,真不知道到时候怎么办?”9月8日,身在郑州的钢贸商王凯向 《每日经济新闻》记者表示,公司现在资金压力很大,“央行多次上调存款准备",财经
"图文-中信银行青少年总决赛次轮 尹峰儒 新浪体育讯 北京时间9月19日,2010年中信银行青少年高尔夫球对抗赛总决赛在北京宝兴高尔夫球会结束第二轮角逐,各组冠军纷纷出炉。石昱婷在次轮交出73杆后,两轮成绩141杆,五杆优势获得女子C组冠军,彭博次轮打出37杆,两轮72杆获得男子D组冠军。图为中信银行青少年高尔夫球对抗赛次轮精彩瞬间。 摄影:赵维君",体育
"马丁梅开二度称射手王 南昌6-1胜10人南京圆中超 新浪体育讯 北京时间10月25日,2009赛季中甲联赛收官战,南昌八一坐镇主场迎战南京有有,最终南昌以6比1大胜南京,成功杀入明年的中国足球超级联赛,江西省也首次拥有了自己的中超球队。 今天的比赛关乎冲超,南昌八一主场座无虚席。比赛开始1分钟,身穿红色比赛服的南昌队获得角球机会,郑科伟开出角球后,中路的马丁头球攻门入网,1-0,南昌八一在自己的主场取得梦幻般的开局。取得进球后,南昌八一开始控制起节奏来。第5分钟,南京有有门将和后卫配合失",体育
"“清华学堂人才培养计划”首次面向高考招生 京报网讯 清华招办今天表示,今年清华学堂人才培养计划首次面向高考 微博 招生,考生可以直接申请。 清华学堂人才培养计划设有数学班、物理班、化学班、生命科学班、计算机科学实验班和钱学森力学班6个实验班,每年招生140人左右,数理化生班各20人,钱学森班计算机班各30人。 以前清华学堂主要是在学生入校后,通过“二次招生”组班,今年则将通过4种途径选才:保送生、自主招生、面向高考招生、入校二次招生。4类录取的比例中,保送生不到20%,另3类录",教育
"2011六级考试阅读过关技巧:五四三原则 2011年6月大学英语六级已经悄然而至,对于备考中的考生除了需要大量练习,增加对阅读的熟悉,达到熟能生巧之外,还应该掌握六级阅读的一些解题要点,更加的辅助阅读的解析。 一、重新审视大纲要求 要求考生阅读若干篇短文。每篇短文后有若干个问题。考生应根据文章内容得出最佳答案。 选材原册 1、题材广泛,可以包括人物传记、社会、文化等方面,但是所涉及的背景知识应能为学生所理解; 2、体裁多样,可以包括说明文、议论文等; 评析: 在备考中,应该练习",教育
"盼盼无缘复赛谁的责任? 锻炼新人辽宁队先行一步 牛洪波 著名篮球评论员 本赛季,辽宁男篮的第一循环打得还是不错的,虽然当时的两个外援不算好,但第一循环下来,还是有50%的胜率,并且从排名上看也是在联盟积分榜位列前八的队伍,这在当时的情况来说已经是很不错的成绩。 众所周知,辽宁队这个赛季的情况很困难。赛季前,谷立业做了手术,张庆鹏援疆了。辽宁队上来了很多年轻队员。杨鸣则是初当大任,他从原来的双后卫扮演他自己的角色,要转换成一人担当大任,表现还是不错的。 另外,像韩德君一开始在赛季前由于",体育
"国际大豆市场乌云盖顶产量预增4000万吨 李俊 进入2010年后,国际大豆市场如同被戴上了一个“紧箍”,在“紧箍”的约束下,大豆价格将呈现易跌难涨的态势。 南美大豆产量大幅增加所导致的全球大豆产量激增将成为大豆市场2010年度限制价格上涨的“紧箍”,按照目前市场机构的预计,该年度全球大豆产量将较上一年度增加4000万吨。 本周二,国际油脂权威刊物《油世界》预计,全球2009/2010年度大豆产量将增至2.5209亿吨,较上一年度的2.1207亿吨大幅增加,增幅接近20%。 南美",财经
"武汉大学2009年硕士研究生复试体检安排 各培养单位: 参加硕士研究生复试考生的体检时间、地点已经确定 详见附件 , 请各培养单位及时通知考生在规定时间、地点进行体检。 体检时考生须携带本人有效身份证件和一张一寸登记照片,体检费60元,不需要空腹。如确因特殊情况不能按时体检,可通过协调在其他时间内体检。 2009年各学院硕士研究生体检安排表.doc 更多信息请访问:新浪考研频道 考研论坛 考研博客圈 特别说明:由于各方面情况的不断调整与变化,新浪网所提供的所有考试信息仅供参考,",教育
"巴萨成为史无前例王中王 超越恩师瓜迪奥拉用行动致敬 记者寒冰报道 巴塞罗那是否第一个囊括年度所有正式比赛锦标的“王中王”?答案是否定的。事实上,1972年克鲁伊夫的阿贾克斯,就已实现了这个“王中王”伟业。 当年阿贾克斯在荷兰杯决赛3比2险胜海牙,联赛中以领先亚军费耶诺德8分的巨大优势夺冠。同时,凭借克鲁伊夫的两个进球,阿贾克斯2比0战胜国际米兰夺得冠军杯;当年9月,阿贾克斯在洲际杯上4比1大胜阿根廷独立;1973年1月的欧洲超级杯,克鲁伊夫又独中两元取胜优胜者杯冠军流浪者。当时荷兰超级杯",体育
"中国篮球难逃盛极而衰 八一主帅批现役国手致命伤 “联赛为本”不是一句空话。对于中国男篮来说,在经历和目睹了亚锦赛之后,该如何提高联赛水平是个很重要的问题。尤其是在王治郅、刘炜、杜锋、王仕鹏等战将逐渐进入职业生涯暮年之时,如何补充新鲜血液,如何让年轻高手挑起大梁,将是中国男篮在下届亚锦赛以及伦敦奥运会,能否实现突破的关键所在。 人才井喷 十四年前,中国篮球奄奄一息,人才匮乏,只靠“黄金一代”的国家队员苦撑局面。“三大中锋”的崛起似乎让人们看到中国篮球的希望。当时很多人认为“中锋时代”,",体育
