label,category,text,text_processed
1,科技,"北京 动感色彩 宾得H90广角DC仅1200元 【IT168 北京行情】宾得Optio H90是今年上市的一款家用DC,相机的整个机身的设计十分简洁,大量采用直线条,机身正面的橙色配色使得了它富有活力和时尚气息,简洁的黑色手柄让该机带点复古的感觉,此外还具备1210万像素的输出能力,支持5倍光学变焦,同时配备了2.7英寸液晶显示屏。目前该机在“北京森丽盟商贸中心”售价仅为1200元,性价比很高,感兴趣的朋友不妨关注下。",北京 动感 色彩 宾得 H90 广角 DC 1200 IT168 北京 行情 宾得 Optio H90 今年 上市 一款 家用 DC 相机 整个 机身 设计 十分 简洁 大量 采用 直线 机身 正面 橙色 配色 使得 富有 活力 时尚 气息 简洁 黑色 手柄 该机 带点 复古 感觉 此外 具备 1210 像素 输出 能力 支持 光学 变焦 同时 配备 2.7 英寸 液晶 显示屏 目前 该机 北京 森丽盟 商贸 中心 售价 仅为 1200 性价比 感兴趣 朋友 不妨 关注
2,财经,"东方基金增齐鲁证券为代销机构 本报记者 徐婧婧 东方基金公司今日公告,根据公司与齐鲁证券签署的代销协议,自2009年4月30日起,将新增齐鲁证券代理公司管理的东方龙混合型基金、东方精选混合型基金、东方金账簿货币市场资基金、东方策略成长股票基金、东方稳健回报债基及东方核心动力股票基金的销售业务。 公告称,齐鲁证券在北京、上海、广州、深圳、长春、大连等全国36个城市的115个营业网点为投资者办理开放式基金的开户、申 认 购、赎回等业务。",东方 基金 齐鲁 证券 代销 机构 本报记者 徐婧婧 东方 基金 公司 今日 公告 根据 公司 齐鲁 证券 签署 代销 协议 2009 30 日起 新增 齐鲁 证券 代理 公司 管理 东方龙 混合型 基金 东方 精选 混合型 基金 东方 账簿 货币 市场 基金 东方 策略 成长 股票 基金 东方 稳健 回报 债基及 东方 核心 动力 股票 基金 销售业务 公告 齐鲁 证券 北京 上海 广州 深圳 长春 大连 全国 36 城市 115 营业网点 投资者 办理 开放式 基金 开户 赎回 业务
0,体育,"魔鬼训练刘国梁亲自上阵 王皓马龙被罚钻桌子 图 宁波北仑体育馆的墙壁上上贴着“自尊自勉,优中更优,自强自信,强中更强”醒目大字。在这红色的标语注视下,中国乒乓球男队正在进行着备战横滨世乒赛的封闭集训。 由于21日将进行三场队内PK赛来确定三张世乒赛门票,因此今天的训练对媒体开放。下午三点半,记者来到北仑体育馆时,队员们正在做训练前的热身活动。热身完毕进入正题,今天下午的主要内容是双打配合的演练。 来自上海的两位主力王励勤和许昕成为最抢眼的人物。两人一个左手一个右手,又有在上海队配合打",魔鬼 训练 刘国梁 亲自 上阵 王皓 马龙 桌子 宁波 北仑 体育馆 墙壁 贴着 自尊 自勉 优中 更优 自强 自信 强中 更强 醒目 大字 红色 标语 注视 中国 乒乓球 男队 正在 备战 横滨 世乒赛 封闭 集训 由于 21 三场 队内 PK 赛来 确定 三张 世乒赛 门票 因此 今天 训练 媒体 开放 下午 三点 来到 北仑 体育馆 队员 正在 训练 热身 活动 热身 完毕 进入 正题 今天下午 主要 内容 双打 配合 演练 来自 上海 两位 主力 王励勤 许昕 成为 抢眼 人物 两人 左手 右手 上海队 配合
3,教育,"2010年经济学考研要合理选择专业 明确自身实力之后,考研学子要根据自身实力选择适合自己的经济学专业。选择过程中,专家建议考生详细了解以下内容: 一、经济学专业程分类 经济学专业课程大体上分为两类:理论经济学和应用经济学。 二、经济学专业课程具体分析 理论经济学包括政治经济学、经济思想史、经济史、西方经济学、世界经济、人口、资源与环境经济学等,有部分学校还新增了网络经济学、企业经济学、可持续发展经济学等新型专业。 应用经济学包括国民经济学、区域经济学、财政学、金融学、产业",2010 经济学 考研 合理 选择 专业 明确 自身 实力 之后 考研 学子 根据 自身 实力 选择 适合 自己 经济学 专业 选择 过程 专家建议 考生 详细 了解 以下内容 经济学 专业 分类 经济学 专业课程 大体上 分为 两类 理论 经济学 应用 经济学 经济学 专业课程 具体分析 理论 经济学 包括 政治经济学 经济 思想史 经济史 西方 经济学 世界 经济 人口 资源 环境 经济学 部分 学校 新增 网络 经济学 企业 经济学 持续 发展经济学 新型 专业 应用 经济学 包括 国民经济 区域 经济学 财政学 金融学 产业
1,科技,"苹果CEO乔布斯出席奥斯卡颁奖礼 图 萨顿认为人群中的一名男子就是乔布斯。但他这一次并没有穿着标志性的黑色高领衫,而是身着一件无尾晚礼服。 业内人士认为,乔布斯完全有理由出席奥斯卡颁奖礼。乔布斯1986年收购了动画公司皮克斯,后来又将其出售给迪士尼,借此成为迪士尼最大的个人股东。而皮克斯的《飞屋环游记》 Up 则被题名为今年奥斯卡最佳动画片奖。 但乔布斯在娱乐行业同时也是一名颇具争议强权人物。苹果iTunes商店的电影销售和租赁业务使得该公司需要与电影公司展开额外的谈判,而",苹果 CEO 乔布斯 出席 奥斯卡 颁奖礼 萨顿 认为 人群 一名 男子 就是 乔布斯 一次 没有 穿着 标志性 黑色 高领 而是 身着 一件 无尾 晚礼服 业内人士 认为 乔布斯 完全 理由 出席 奥斯卡 颁奖礼 乔布斯 1986 收购 动画 公司 皮克斯 后来 出售 迪士尼 借此 成为 迪士尼 最大 个人 股东 皮克斯 飞屋 游记 Up 题名 今年 奥斯卡 最佳 动画片 乔布斯 娱乐 行业 同时 一名 颇具 争议 强权 人物 苹果 iTunes 商店 电影 销售 租赁 业务 使得 公司 需要 电影 公司 展开 额外 谈判
0,体育,"卡尔:火箭给我们上防守课 掘金王牌哀叹手感太糟 新浪体育讯 北京时间3月10日,掘金队在主场以95-97不敌火箭,迎来了最近11场比赛中的第8场失败。 掘金主教练乔治-卡尔赛后说道,“我想我们上了一堂防守培训课,而且这是一堂非常必要的课。我们已经落后19分,竟然还能逐渐追回来,这的确需要很大的信心和努力才行。最近,由于一系列的失败、伤病还有种种压力,球队的状态非常不好。但是我想比赛最后的20多分钟教会我们很多,我们已经有了一些反弹的趋势,应该说差点就触底反弹。但是这就是NBA,这就是",卡尔 火箭 防守 掘金 王牌 哀叹 手感 太糟 新浪 体育讯 北京 时间 10 掘金队 主场 95 97 不敌 火箭 迎来 最近 11 比赛 失败 掘金 主教练 乔治 卡尔 赛后 说道 一堂 防守 培训 而且 这是 一堂 非常 必要 已经 落后 19 竟然 逐渐 追回来 的确 需要 很大 信心 努力 才行 最近 由于 一系列 失败 伤病 还有 种种 压力 球队 状态 非常 不好 比赛 最后 20 多分钟 教会 很多 已经 反弹 趋势 应该 差点 触底 反弹 就是 NBA 就是
0,体育,"小AI待售勇士前来询价 埃利斯的筹码76人满意吗? 新浪体育讯 北京时间6月8日消息,刚刚解决新帅问题的金州勇士,一转眼马上把目标瞄准了交易市场,而他们此番相中的是近来频频被贴上待售标签的76人当家前锋安德烈-伊戈达拉。据ESPN报道,勇士会用队中的头号得分手蒙塔-埃利斯来作为筹码,和76人商讨交易“小AI”的可能性。 埃利斯是目前这支勇士队中的头号得分手,然而更为年轻的斯蒂芬-库里的到来,让埃利斯在队中的地位每况愈下。而且虽然埃利斯个人攻击能力超强,但在组织和传球方面有很明显的短板,所",AI 待售 勇士 前来 询价 埃利斯 筹码 76 满意 新浪 体育讯 北京 时间 消息 刚刚 解决 新帅 问题 金州 勇士 一转眼 马上 目标 瞄准 交易市场 此番 相中 近来 频频 待售 标签 76 当家 前锋 安德烈 伊戈 达拉 ESPN 报道 勇士 会用 头号 得分手 蒙塔 埃利斯 作为 筹码 76 商讨 交易 AI 可能性 埃利斯 目前 这支 勇士队 头号 得分手 然而 更为 年轻 斯蒂芬 库里 到来 埃利斯 地位 每况愈下 而且 虽然 埃利斯 个人 攻击能力 超强 组织 传球 方面 明显 短板
3,教育,"广东中山市高校招生咨询会本月29日举行 南方日报讯 记者/胡明 记者昨天从中山市招考办获悉,“中山市2011年普通高等学校招生现场咨询会”将于6月29日在电子科大中山学院举办。届时,参展高校将派出招生工作人员现场接受考生、家长面对面咨询。 据悉,是次咨询会将为考生、家长提供普通高等学校招生宣传有关方针、政策及招生信息,为广大考生提供与招生学校面对面咨询的机会,帮助考生更好地了解今年的招生信息,科学填报志愿。 市招考办表示,参展院校须为经教育部批准在广东省有招生计划的普通高校。",广东 中山市 高校 招生 咨询会 本月 29 举行 南方日报 胡明 昨天 中山市 招考办 获悉 中山市 2011 普通 高等学校 招生 现场 咨询会 29 电子科 中山 学院 举办 届时 参展 高校 派出 招生 工作人员 现场 接受 考生 家长 面对面 咨询 据悉 咨询会 考生 家长 提供 普通 高等学校 招生 宣传 方针 政策 招生 信息 广大 考生 提供 招生 学校 面对面 咨询 机会 帮助 考生 更好 了解 今年 招生 信息 科学 填报 志愿 招考办 参展 院校 教育部 批准 广东省 招生 计划 普通高校
3,教育,"昔日高考状元为何成了杀人凶手? 图 如果曾世杰没有杀人,他现在是四川某大学公共管理学院大三的学生。但今天,他将站在成都市中级人民法院的被告席上,接受检察院涉嫌故意杀人罪的指控。 今年3月30日发生在某大学的那场杀人案改变了曾世杰的命运。曾世杰在学校明远湖边用刀将一名女生杀死,另外还刺伤了两名男生。 曾世杰在接受警方讯问的时候说,杀人的原因是有人嫌他长得丑,他受不了歧视。 而更令人不解的是,事发后,同寝室的同学不曾见过曾世杰的家人。曾世杰的东西,是同学们帮他整理交给辅导员。",昔日 高考状元 为何 杀人 凶手 曾世杰 没有 杀人 现在 四川 某大学 公共 管理 学院 大三 学生 今天 成都市 中级 人民法院 被告席上 接受 检察院 涉嫌 故意杀人罪 指控 今年 30 发生 某大学 那场 杀人案 改变 世杰 命运 曾世杰 学校 明远 湖边 用刀 一名 女生 杀死 另外 刺伤 两名 男生 曾世杰 接受 警方 讯问 时候 杀人 原因 有人 长得 受不了 歧视 令人不解 事发 同寝室 同学 不曾 世杰 家人 曾世杰 东西 同学 整理 交给 辅导员
1,科技,"谷歌全球营销副总:按国情决定营销策略 导语:谷歌并非以营销能力著称,该公司相信其搜索产品足以借口碑获得成功。不过随着谷歌试图在其他领域复制搜索领域的成功,营销的作用就难以忽视了 谷歌全球营销副总裁洛琳 托希尔 Lorraine Twohill 7年前从欧洲旅游网站Opodo跳槽至谷歌,并于两年前出任谷歌全球市场营销副总裁。她领导的谷歌营销团队目前在全球30多个国家开展业务。 托希尔日前接受了美国《广告时代》网络版的专访。她强调,谷歌在不同国家需根据具体国情制定相应的营销策略",谷歌 全球 营销 副总 国情 决定 营销 策略 导语 谷歌 并非 营销 能力 著称 公司 相信 搜索 产品 足以 借口 获得成功 不过 随着 谷歌 试图 其他 领域 复制 搜索 领域 成功 营销 作用 难以 忽视 谷歌 全球 营销 副总裁 洛琳 希尔 Lorraine Twohill 年前 欧洲 旅游 网站 Opodo 跳槽 至谷歌 两年 出任 谷歌 全球 市场营销 副总裁 领导 谷歌 营销 团队 目前 全球 30 多个 国家 开展业务 希尔 日前 接受 美国 广告 时代 网络版 专访 强调 谷歌 不同 国家 根据 具体 国情 制定 相应 营销 策略
3,教育,"2011考研国家线普遍上升 2012年考生如何应对 2011年全国硕士研究生入学考试在1月15-16日举行,2月底全国各高校开始陆续查询分数,到34所自划线高校复试分数线公布,到全国复试线确定,2011考研复试调剂战正式打响!较之往年,国家线普遍上升,这也给今年的复试调剂增加了更多的未知可能。 2011分数线上调的原因主要是三方面,首先一个主要原因是国家政策的影响,响应教育部扩招专业硕士的号召,为适应我国经济社会发展对高层次应用型人才的迫切需要,进一步优化研究生教育结构,今年继续扩大专业",2011 考研 国家 普遍 上升 2012 考生 如何 应对 2011 全国 硕士 研究生 入学考试 15 16 举行 月底 全国 高校 开始 陆续 查询 分数 34 所自 划线 高校 复试 分数线 公布 全国 复试线 确定 2011 考研 复试 调剂 正式 打响 较之 往年 国家 普遍 上升 今年 复试 调剂 增加 未知 可能 2011 分数线 上调 原因 主要 方面 首先 主要 原因 国家 政策 影响 响应 教育部 扩招 专业 硕士 号召 适应 我国 经济社会 发展 高层次 应用型 人才 迫切需要 进一步 优化 研究生 教育 结构 今年 继续 扩大 专业
1,科技,"瑞士信贷上调RIM盈利预期 新浪科技讯 北京时间6月15日上午消息,据国外媒体报道,瑞士信贷周一发表投资报告称,由于智能手机销量增速超出预期,而RIM应该有能力捍卫其现有的市场份额,因此上调了RIM的盈利预期。 瑞士信贷分析师库尔宾德 加查 Kulbinder Garcha 将明年全球智能手机销量预期从此前的2.3亿部上调至2.5亿部。 根据美国市场研究公司Gartner的数据,RIM去年在北美智能手机市场的份额为50.3%,较2008年的50.7%有所下滑,但仍",瑞士 信贷 上调 RIM 盈利 预期 新浪 科技 北京 时间 15 上午 消息 国外 媒体报道 瑞士 信贷 周一 发表 投资 报告 由于 智能手机 销量 增速 超出 预期 RIM 应该 能力 捍卫 现有 市场份额 因此 上调 RIM 盈利 预期 瑞士 信贷 分析师 库尔 宾德 加查 Kulbinder Garcha 明年 全球 智能手机 销量 预期 从此 2.3 亿部 上调 2.5 亿部 根据 美国市场 研究 公司 Gartner 数据 RIM 去年 北美 智能手机 市场 份额 50.3% 2008 50.7% 有所 下滑
3,教育,"武科大为促就业 就业率和招生计划挂钩 为了促进学生就业,记者近日从武汉科技大学获悉,该校将专业就业率和招生计划挂钩。 该校要求,2009年起,毕业生协议就业率低于50%的专业,适当减少下一年度的招生计划;低于40%的专业采取隔年招生的方式适当压缩招生规模;低于30%或连续两年低于35%的专业停止招生。 同时,对于连续三年社会需求严重不足的专业,允许学生向相近专业调整或根据市场需求增加相关培训课程。 该校就业指导中心负责人表示,现在不愁生源,但为防止学生日后就业难,必须从源头",武科 大为 就业 就业率 招生 计划 挂钩 为了 促进 学生 就业 近日 武汉 科技 大学 获悉 该校 专业 就业率 招生 计划 挂钩 该校 要求 2009 毕业生 协议 就业率 低于 50% 专业 适当 减少 年度 招生 计划 低于 40% 专业 采取 隔年 招生 方式 适当 压缩 招生 规模 低于 30% 连续 两年 低于 35% 专业 停止 招生 同时 对于 连续 三年 社会 需求 严重不足 专业 允许 学生 相近 专业 调整 根据 市场需求 增加 相关 培训 课程 该校 就业指导 中心 负责人 现在 生源 防止 学生 日后 就业 必须 源头
1,科技,"全画幅一镜走天下 尼康D700套机促销中 【12月13日太平洋电脑网北京站】尼康D700拥有1210万有效像素的全画幅感光元件结合Expeed数字图像处理引擎,强大的功能能使摄影爱好者、专业摄影师、驴友们享受更多全画幅拍摄带来的新感受。D700采用尼康特有的51点自动对焦系统,可以获得极佳的景物侦测和对焦跟踪性能,整机拥有出色的拍摄性能,尤其是高感光度的成像很有保证。电池方面,尼康D700采用中低端比较常见的EN-EL3e锂电池,大约可以拍摄1000张左右的照片。目前尼康D70",画幅 一镜 天下 尼康 D700 套机 促销 12 13 太平洋 电脑网 北京站 尼康 D700 拥有 1210 有效 像素 画幅 感光 元件 结合 Expeed 数字图像处理 引擎 强大 功能 摄影 爱好者 专业 摄影师 驴友们 享受 更多全 画幅 拍摄 带来 新感受 D700 采用 尼康 特有 51 自动 对焦 系统 可以 获得 极佳 景物 侦测 对焦 跟踪 性能 整机 拥有 出色 拍摄 性能 尤其 高感光度 成像 保证 电池 方面 尼康 D700 采用 中低端 比较 常见 EN EL3e 锂电池 大约 可以 拍摄 1000 左右 照片 目前 尼康 D70
1,科技,"微软09年十大正确决策:Win7必应上榜 导读:美国IT网站eWeek今天撰文,列举了微软2009年所作的10大正确决策,其中Windows 7和必应 Bing 的发布均榜上有名。 以下为文章概要: 要对微软大加诟病并非难事,Vista的失利导致企业和消费者转用其他操作系统或者继续使用旧版XP,IE的市场份额不断下滑,而Windows Mobile在智能手机领域的优势也丧失殆尽,说微软四面楚歌并不为过。 但2009年对微软而言却并不都是坏事。实际上,微软在2009年做的还算不错",微软 09 十大 正确 决策 Win7 必应 上榜 导读 美国 IT 网站 eWeek 今天 撰文 列举 微软 2009 所作 10 正确 决策 Windows 必应 Bing 发布 榜上有名 以下 文章 概要 微软 大加 诟病 并非 难事 Vista 失利 导致 企业 消费者 转用 其他 操作系统 或者 继续 使用 旧版 XP IE 市场份额 不断 下滑 Windows Mobile 智能手机 领域 优势 丧失殆尽 微软 四面楚歌 并不为过 2009 微软 而言 坏事 实际上 微软 2009 不错
3,教育,"江西师范大学2010年高考录取结果查询系统开通 新浪教育讯 江西师范大学2010年高考录取结果查询系统开通, 点击此处查看",江西师范大学 2010 高考 录取 结果 查询 系统 开通 新浪 教育 江西师范大学 2010 高考 录取 结果 查询 系统 开通 点击 此处 查看
1,科技,"千万像素12倍长焦 柯达Z1012套装1999 作者:宋晰镜 【北京行情】 柯达Z1012 IS 资料 评价 图片 样张 是一款拥有12倍光学变焦、IS光学防抖和千万像素的长焦数码卡片机。这款相机目前在市场上卖的非常火爆。笔者从成名网了解到,他们目前推出了一套关于这款相机的促销:柯达Z1012 IS+4G SDHC卡 宇瞻高速SDHC6,5年包换 +桑达CRV3锂电套装 2年保换 +精美相机包+高速SD读卡器+清洁套装+2.5英寸LCD保护贴 1999元,感兴趣的朋友可以关注一下。",千万 像素 12 倍长 柯达 Z1012 套装 1999 作者 宋晰镜 北京 行情 柯达 Z1012 IS 资料 评价 图片 样张 一款 拥有 12 光学 变焦 IS 光学 防抖 千万 像素 长焦 数码 卡片机 相机 目前 市场 非常 火爆 笔者 成名 了解 目前 推出 一套 关于 相机 促销 柯达 Z1012 IS 4G SDHC 宇瞻 高速 SDHC6 包换 桑达 CRV3 锂电 套装 保换 精美 相机包 高速 SD 读卡器 清洁 套装 2.5 英寸 LCD 保护 1999 感兴趣 朋友 可以 关注 一下
1,科技,"AT T用户平均每月接入Wi-Fi网络1亿次 新浪科技讯 北京时间10月24日晚间消息,今年第三季度,AT T用户共进行了3.019亿次 Wi-Fi连接,平均每秒37次连接。 AT T上周发布了2011财年第三季度财报,运营收入为314.8亿美元,低于上年同期的315.8亿美元。净利润为36亿美元,低于上年同期的123.2亿美元。 财报还显示,AT T用户第三财季共进行了3.019亿次Wi-Fi连接,同比增长282%。这意味着AT T用户当前每月进行约1亿次Wi-Fi连接,相当于2",AT 用户 平均 每月 接入 Wi Fi 网络 亿次 新浪 科技 北京 时间 10 24 晚间 消息 今年 第三季度 AT 用户 3.019 亿次 Wi Fi 连接 平均 每秒 37 连接 AT 上周 发布 2011 财年 第三季度 财报 运营 收入 314.8 亿美元 低于 上年 同期 315.8 亿美元 净利润 36 亿美元 低于 上年 同期 123.2 亿美元 财报 显示 AT 用户 第三 财季 3.019 亿次 Wi Fi 连接 同比 增长 282% 意味着 AT 用户 当前 每月 亿次 Wi Fi 连接 相当于
0,体育,"围甲首轮对阵:重庆贵州强强对话 古力李 主将战 新浪体育讯 4月25日,2010年金立手机杯围棋甲级联赛首轮比赛打响,传统强队中国移动上海迎战卫冕冠军苏泊尔杭州。西部两支劲旅重庆冷酸灵与贵州百灵狭路相逢,古力李?进行主将战。 以下为首轮具体对阵: 中国移动上海VS苏泊尔杭州 1 刘世振VS王雷 快 2 胡耀宇VS刘星 主 3 邱峻VS黄奕中 4 朱元豪VS汪涛 重庆冷酸灵VS贵州百灵 1 谢赫VS时越 2 古力VS李? 主 3 李轩豪VS彭立? 快 4 王檄VS朴文? 广西华蓝VS西",围甲 首轮 对阵 重庆 贵州 强强 对话 古力 主将 新浪 体育讯 25 2010 金立 手机 围棋 甲级联赛 首轮 比赛 打响 传统 强队 中国移动 上海 迎战 卫冕冠军 苏泊尔 杭州 西部 两支 劲旅 重庆 冷酸灵 贵州 百灵 狭路相逢 古力 主将 以下 首轮 具体 对阵 中国移动 上海 VS 苏泊尔 杭州 刘世振 VS 王雷 胡耀宇 VS 刘星 邱峻 VS 黄奕中 朱元豪 VS 汪涛 重庆 冷酸灵 VS 贵州 百灵 谢赫 VS 时越 古力 VS 李轩 VS 彭立 VS 朴文 广西 华蓝 VS
2,财经,"混沌行情中基金重整阵容战后市 市场走向“一波三折”,混沌行情中基金从躁动回归平静:虽然上周基金仓位有所下降,但依处于7月份以来的高点附近;对于政策走向,部分基金经理认为通胀的高峰期有可能在年底到来,这也可能成为政策利空出尽的时刻;另一方面,在资本市场“不差钱”以及“政策顶、估值底”上下夹击的预判下,多数基金开始重弹“结构、主题”老调。 仓位:“斗志”犹存 根据国都证券研究所测算,上周开放式偏股型基金 不包括指数型基金 的平均仓位微幅回落,较前一周下降0.04个百分点",混沌 行情 基金 重整 阵容 战后 市场 走向 一波三折 混沌 行情 基金 躁动 回归 平静 虽然 上周 基金 仓位 有所 下降 处于 月份 以来 高点 附近 对于 政策 走向 部分 基金 经理 认为 通胀 高峰期 可能 年底 到来 可能 成为 政策 利空 出尽 时刻 另一方面 资本 市场 差钱 政策 估值 上下 夹击 判下 多数 基金 开始 重弹 结构 主题 老调 仓位 斗志 犹存 根据 国都 证券 研究所 测算 上周 开放式 偏股 型基金 包括 指数 型基金 平均 仓位 微幅 回落 较前 一周 下降 0.04 百分点
1,科技,"08年上半年我国家电消费电子赢利能力下滑 比特网 ChinaByte 7月11日消息 张颖 2008年上半年,受国外品牌竞争策略改变、自然灾害、海外需求下降等因素的影响,我国家用电器、消费电子市场需求增幅趋缓,行业整体赢利能力下滑,下半年的市场运行态势并不乐观。 今天,在08中国国际消费电子博览会上,《中国电子报》发布了2008中国家电?消费电子品牌竞争力中期评价报告。报告显示,2008平板电视、手机、空调、冰箱等主要产品市场竞争日趋激烈,降价已不可避免。 国内平板电视市场今年",08 上半年 我国 家电 消费 电子 赢利 能力 下滑 比特 ChinaByte 11 消息 张颖 2008 上半年 国外品牌 竞争 策略 改变 自然灾害 海外 需求 下降 因素 影响 我国 家用电器 消费 电子市场 需求 增幅 趋缓 行业 整体 赢利 能力 下滑 下半年 市场 运行 态势 乐观 今天 08 中国 国际 消费 电子 博览会 中国 电子报 发布 2008 中国家电 消费 电子 品牌 竞争力 中期 评价 报告 报告 显示 2008 平板电视 手机 空调 冰箱 主要 产品 市场竞争 日趋激烈 降价 不可避免 国内 平板电视 市场 今年
0,体育,"帕克身后菜鸟控卫不简单 邓肯:希尔就像一位老兵 冯笑 编译 “帕克回来了,我就继续当学生!” 虽然经历了一个失败的夏季联赛,希尔从未失去信心 希尔:事实上,即便那段时间打得很糟糕,可我还是向过去那样信心满满。我知道那段时间自己的投篮也不好,一切都不顺利,可我不会低下头就此放弃。我告诉自己,没有人能够一帆风顺,某几天或是某几个星期你的状态就是会跌入谷底,可你还是要兢兢业业打好每一天的比赛。所以,那段时间我训练得更加刻苦,观看大量比赛录像,我想那才是我应该做的。 作为帕克受伤期间的代打,",帕克 身后 菜鸟 控卫 简单 邓肯 希尔 一位 老兵 冯笑 编译 帕克 回来 继续 学生 虽然 经历 失败 夏季 联赛 希尔 从未 失去 信心 希尔 事实上 即便 段时间 打得 糟糕 还是 过去 那样 信心 满满 知道 段时间 自己 投篮 不好 一切 顺利 不会 低下头 就此 放弃 告诉 自己 没有 能够 一帆风顺 几天 或是 几个 星期 状态 就是 跌入 谷底 还是 兢兢业业 打好 一天 比赛 段时间 训练 更加 刻苦 观看 大量 比赛 录像 应该 作为 帕克 受伤 期间 代打
1,科技,"中秋热销单反 尼康D7000降价送包和卡 泡泡网数码相机频道9月12日 尼康D7000采用了1620万像素DX格式CMOS传感器,搭载最新EXPEED 2代图像处理器。ISO感光度达到ISO100-6400的范围,并可扩展到ISO 25600,具有高感低噪的控制能力。采用新型2016像素的测光感应器,可以为拍摄获得更为准确的曝光。搭载着3英寸92万LCD液晶显示屏,显示效果清晰艳丽。对焦系统采用尼康最新39点自动对焦系统。D7000可实现6张每秒的高速连拍,并可拍摄1080p全",中秋 热销 单反 尼康 D7000 降价 包和卡 泡泡网 数码相机 频道 12 尼康 D7000 采用 1620 像素 DX 格式 CMOS 传感器 搭载 最新 EXPEED 图像 处理器 ISO 感光度 达到 ISO100 6400 范围 扩展 ISO 25600 具有 高感 低噪 控制能力 采用 新型 2016 像素 测光 感应器 可以 拍摄 获得 更为 准确 曝光 搭载 英寸 92 LCD 液晶 显示屏 显示 效果 清晰 艳丽 对焦 系统 采用 尼康 最新 39 自动 对焦 系统 D7000 实现 每秒 高速 拍摄 1080p
2,财经,"29只新基金在发 刷新单周新纪录 部分境外资金通过购买基金进入A股市场 证券时报记者 余子君 见习记者 刘 明 本报讯 股市火爆,国内新基金发行“趁热打铁”,本周在发数量达到29只,刷新单周在发基金纪录。另外,行情的向好也引来部分境外资金通过购买基金进入A股市场,而相关政策的模糊使这些资金能够“绿灯”通行。 据证券时报记者统计,今日共有5只新基金上柜发行,分别为农银货币、浦银300、嘉实新动力、中海环保和信诚金砖四国。此外,华宝新兴也确定于11月10日开始发行,加上正在",29 基金 刷新 单周 新纪录 部分 境外 资金 购买 基金 进入 A股 市场 证券时报 余子君 见习 本报讯 股市 火爆 国内 基金 发行 趁热打铁 本周 数量 达到 29 刷新 单周 基金 纪录 另外 行情 引来 部分 境外 资金 购买 基金 进入 A股 市场 相关 政策 模糊 这些 资金 能够 绿灯 通行 证券时报 统计 今日 共有 基金 上柜 发行 分别 农银 货币 浦银 300 嘉实 新动力 中海 环保 信诚 金砖 四国 此外 华宝 新兴 确定 11 10 开始 发行 加上 正在
1,科技,"法国四成3G用户不满下载速率与宣传不符 C114讯 北京时间7月6日凌晨消息 蒋均牧 据法国研究机构UFC-Que Choisir最近的调查结果显示,41%的法国3G用户不满意其所获服务。此外,21%的受访者发现更常获得EDGE或GPRS服务,而不是3G覆盖。 调查还显示,十分之六的被访者发现,3G服务可用时比预期的要慢,因此近三分之一的用户避免使用社交网络。仅专门为智能手机设计的站点 移动Web或应用程序站点 获得了大多数的3G用户 58% 。 除了有关无限制套餐的费率性质",法国 四成 3G 用户 不满 下载 速率 宣传 不符 C114 北京 时间 凌晨 消息 蒋均 法国 研究 机构 UFC Que Choisir 最近 调查 结果显示 41% 法国 3G 用户 满意 其所获 服务 此外 21% 受访者 发现 更常 获得 EDGE GPRS 服务 不是 3G 覆盖 调查 显示 十分 之六 被访者 发现 3G 服务 可用 时比 预期 因此 三分之一 用户 避免 使用 社交 网络 专门 智能手机 设计 站点 移动 Web 应用程序 站点 获得 大多数 3G 用户 58% 除了 限制 套餐 费率 性质
1,科技,"快讯:CDC软件第二季度净利润590万美元 新浪科技讯 美国东部时间8月17日16:26 北京时间8月18日4:26 消息,CDC软件 Nasdaq:CDCS 今天发布了截至6月30日的2009财年第二季度未经审计财报。报告显示,CDC软件第二季度总营收为5060万美元,去年同期为6680万美元;净利润为590万美元,去年同期净亏损为24.1万美元。",快讯 CDC 软件 第二季度 净利润 590 万美元 新浪 科技 美国 东部 时间 17 16 26 北京 时间 18 26 消息 CDC 软件 Nasdaq CDCS 今天 发布 截至 30 2009 财年 第二季度 未经 审计 财报 报告 显示 CDC 软件 第二季度 总营 收为 5060 万美元 去年同期 6680 万美元 净利润 590 万美元 去年同期 净亏损 24.1 万美元
