label,category,text,source_file
0,体育,"首战后火箭暴露两隐忧 一位置较量决定系列赛胜负 新浪体育讯 北京时间5月6日消息,火箭队明天将迎来和湖人队的西部半决赛第二场交锋,在 第一场比赛中,火箭队一直处于场面上的优势并最终依靠姚明等人的发挥拿下对手。 但湖人队的实力仍旧摆在那里,火箭队若想在第二场比赛中和对手抗衡,除了要继续发挥第一场比赛中的优势之处,另外暴露出来的两个问题是必须解决的。 第一点,就是失误过多的问题。 在第一场交锋中,火箭队全队的失误达到了16次,而湖人队则只有13次。杰夫-范甘迪在给火箭队的取胜之匙中曾经提",86193.txt
3,教育,"2010职称英语基础复习之补全短文 职称英语考试包括词汇选项、阅读判断、构如下表所示:概括大意完成句子、阅读理解、补全短文和完型填空六大题型,它们在试卷中的具体内容及结构 考试内容及试卷结构一览表 在基础复习阶段,新东方在线网络课堂职称英语辅导团队老师建议考生先以词汇和常考的语法点的复习为主,并注意通过回顾近三年真题中补全短文常涉及的文章主题,以及出题者喜欢针对文章中什么样的句子设置问题,要注意掌握上下文之间形成意义衔接的关键词和上下文的连接句。 本题型难度较大,在实际考",318939.txt
0,体育,"邓华德称赞执法主裁是好哨 刘炜直呼遗憾自信前景 惊魂2.8秒帕克两罚不中连抢两篮板压哨得分 邓华德不怨裁判 2.8秒,94比94平。帕克上篮,阿巴斯被吹罚犯规。源深体育馆爆炸般的叫嚷声中,帕克两罚不中,然而他随后居然两次抢到篮板,并在最后一秒命中。当上海男篮队员和看台上上千球迷还在等待加时赛时,比赛其实已经结束了,94比96。大比分1比2落后,对手只需再胜一场即可晋级。东方早报记者 张婧 赛前李春江高调 “主客场没有区别” 同以往一样,比赛日上午的训练,上海队照例不会在球场出现。广东",39494.txt
0,体育,"朱启南两追世界纪录重回巅峰 郭文 庞伟仍处困境 新浪体育讯 今年步手枪世界杯第三站比赛刚刚在美国本宁堡收靶。雅典奥运会冠军、中国选手朱启南以一枚含金量十足的男子10米气步枪金牌,昭示自己已经找回了最佳状态。中国的两名北京奥运会冠军郭文?、庞伟,分别带回了一枚奖牌。 两次逼近世界纪录 今年的世界杯系列赛共分七站,包括单纯的飞碟、步手枪世界杯各三站,北京站同时设立飞碟、步手枪项目的15个奥运会赛项。三月份,步手枪世界杯已在澳大利亚悉尼赛过一站;四月的北京站也有步手枪比赛,5月底结束的美国",124835.txt
1,科技,"消息称Facebook IPO被推迟到2012年 新浪科技讯 北京时间7月30日晚间消息,据国外媒体报道,知情人士周五透露,社交网站Facebook很可能将IPO 首次公开募股 日期推迟到2012年。 当前,许多投资者预计,Facebook有望于2011年IPO。但知情人士日前透露,Facebook的IPO日期可能推迟到2012年,这将赋予Facebook更多的时间来吸引用户,增加销售额。 当前,Facebook全球用户数量已突破5亿。去年,Facebook的销售额约为7亿美元至8亿美",560955.txt
2,财经,"政策调控与基本面导致商品集体暴跌 中粮期货 今日商品市场再次出现了大幅下跌行情,使前期市场的多头思维彻底崩溃。商品市场出现集体暴跌,说明是共性的因素在影响市场,其中宏观因素占据了主导,而商品自身的特点占据了次要位置。 宏观方面: 国家统计局11月 11日公布宏观经济数据。10 月份 CPI 同比大幅攀升至 4.4%,显示通胀继续攀升,通胀压力增加。其中,食品价格环比大幅上升,且非食品 CPI环比小幅反弹,共同推高整体通胀攀升至近两年高位。通胀大幅攀升,一方面食品通胀压力",826756.txt
1,科技,"天翼3G爱上经典翻盖 三星S559体验评测 文/王晨 三星SCH-S559 参数 论坛 软件 是一款天翼定制机型,采用经典的翻盖造型,该机主打中国电信天翼3G CDMA2000 EVDO制式 定制功能和突出的性价比。三星S559定位在中低端,消费对象以年轻白领和学生为主,或者只对手机基本功能有诉求的各年龄段消费者。该机属于天翼“千元手机”阵营,突出的外观设计让人很难想象该机的定价如此低廉。 从配置上,我们明显能看出该机的定位。实际上,该机的Jave平台也并非一无是处,通过中国电信",606347.txt
3,教育,"奥塔哥大学对中国学子发放“大学预科奖学金” 9月,奥塔哥大学授予金吉列留学公司独家“大学预科奖学金”,名额10个。这是奥塔哥大学首次对国内学生颁发该项奖学金。 新西兰各大院校都非常注重吸引优秀的中国学生赴新留学。林肯大学和惠灵顿维多利亚大学在2009 2010年都推出了面向中国学子的“金吉列独家奖学金计划”。此外,从林肯大学校方获悉,其2011年最新奖学金计划也将在近期公布。 对新西兰名校纷纷为中国学子提供奖学金一事,新西兰移民局北京办公室官员表示,在审理签证过程中,会认为获得这",287797.txt
0,体育,"知名媒体人热论CBA该否升降级 准入制有助于高规格? 本报特别策划 CBA大辩论之2 即将开始的NBL联赛是中国篮协主办的低级别联赛,而NBL与CBA之间并没有联系,导致广大媒体和球迷不关注NBL。其实NBL相当于过去的甲B,CBA相当于甲A,过去有甲B升甲A,现在则没有。NBL俱乐部或赞助商感到委屈,因为他们也许永远没有机会冲上CBA。而CBA实行准入制,就是为了经营好CBA这个品牌。对于中国篮协来说,他们没有何时考虑NBL与CBA之间关系问题的规划。于是众人开始议论CBA是否应该实行升",11342.txt
3,教育,"专家称:取消中考未必符合学习规律 取消了中考是利大于弊,还是弊大于利?昨日,记者就“江津初中毕业生明年面试升高中”,采访了部分区县的中学老师、家长,绝大部分受访者赞同这种做法,但也有人担心打破了初中阶段学生的学习规律。 取消中考为学生减负 “我认为江津取消‘一考定升学’的中考制度对学生的发展是有好处的,这要求学生认真对待每一次考试,更能真实全面的反映出学生的情况,对学生全面发展很有帮助。”万州上海中学初三数学老师张进说。 开县中学初三老师王峻峰说:“江津取消中考减轻了学",322145.txt
1,科技,"PE、VC投资影视文化的那些事儿 文/上海汉理前景股权投资企业 有限合伙 钱学锋 赵诣之 PE、VC投资影视文化公司,首先考虑的是市场容量。东方证券最新研究报告表示,中国影视市场未来空间巨大,这将为资本投资于影视企业带来更大回报。该报告提供的数据显示,我国内地电影票房从2003年的约9亿元增长到2009年逾62亿元的规模,2010年超100亿元,增幅超过10倍。相比较,华谊兄弟的招股说明书显示2008年我国电影市场票房收入首次突破40亿大关,以30%的票房增幅居全球之冠",573335.txt
0,体育,"巴萨买小法为何一再压价 3.6亿负债他们其实没啥钱 上赛季巴萨同时拿到了西甲联赛与欧冠联赛冠军,同时打进了西班牙国王杯决赛,距离再度实现三冠王伟业只差一步,从竞技角度来说可谓无比成功。但在经济方面,巴萨非但没有盈利,反而是亏损了930万欧元。这也从侧面解释了为什么巴萨主席罗塞尔会在小法转会事宜上斤斤计较,宁愿冒与阿森纳谈崩的风险,也要态度强硬地每个欧元必争。 数据显示巴萨上赛季收入达到4.734亿欧元,虽然比2009-2010赛季增加了14%,但支出也达到了4.726亿欧元,同样是比20",51179.txt
3,教育,"考研复试失败的经历:自大不能有 有学弟上问我,复试注意些什么?惭愧,当年复试失败了...不过,成功的经验教不了,失败的教训咱总能说说吧。 当时查分出来之后看到自己的排名比较靠前,当下信心大增,觉得考上肯定没问题的,复试就大概看看准备准备就行。其实,从这里开始,就已经为我的失败打下了伏笔......现在复试比重都是越来越大,有很多学校甚至是复试不过直接淘汰,不管你初试考了多好的分数。可惜当年我没有很认真的考虑到这一点,就觉得我初试考的这么好,又这么能侃,还怕个复试不成!",316130.txt
3,教育,"考研必知:2011年考前最后一天全攻略 距离研究生入学考试还有最后一天,从今天起研考将步入最后的备战时刻。根据以往的经验,很多同学在这一天心情都非常激动,24小时后即将走进考试,面对最终的角逐。在这最后的一天,为了帮助同学们确保万无一失,防止一些突发情况或失误的发生,跨考老师提醒大家注意以下几点: 保持平和心态 考研不只是硬实力的考查,还有我们的软实力。心态决定命运。在备战过程中一个人的心理素质也是一个至关重要的因素。考前有些同学难免会出现紧张情绪,一方面背负考试的重大意义,",315733.txt
3,教育,"浙江杭州2010年7月自学考试注意事项 1、本次考试通知单及考点地址领取时间为6月28日起 领证期间服务时间为:上午8:30-11:30下午1:30-4:45 地点:市考试院二楼大厅 。新考生领取准考证后,请各考生再次仔细检查姓名与身份证号,如有错误需及时与工作人员联系更正。 2、老考生可在杭州教育考试网 3、准考证遗失的考生,本次补办临时准考证 凭身份证原件到二楼大厅办理 ,补办临时准考证时间为:7月1日-2日二天。 补办正式准考证时间为每年的四月、十月考试前十天开始的三天",325983.txt
0,体育,"头号恶人场外是谦谦君子 鲍文已是胜利者无需漂白 艾弗森曾说,他希望自己死后,能用一个单词来充当墓志铭:Misunderstood 被误解的 。而我一直认为,鲍文的墓碑上更应该出现这个词。 在我脑海里,鲍文最具代表性的画面,不是在球场上死缠烂打地防守,而是在更衣室里拿衣服。因为这个画面表达着:真正的鲍文并不是一个不知羞耻的小丑或无赖,恰恰相反,球场之外,他是一个举止得体的谦谦君子。 鲍文就不会那样。季后赛期间,他洗完澡出来,看到更衣室里挤满了记者,会很礼貌地请人让一让,走回更衣柜,拿起",89012.txt
0,体育,"帕切科欲领跑中超:我每天不动一下球都有点难受 这一周,帕切科都在研究辽足的比赛录像。得知恒大打平后,帕帅昨天表示要拿下辽足领跑中超。 昨天的赛前训练,国安只安排了传接球练习和抢圈游戏,帕切科的精神头很好,甚至参与到门将的训练中去,在传接球练习中老头出色的脚法展露无遗,他说:“我每天要是不动一下球都有点难受。” 谈到今天这场比赛,帕切科说:“主队会给我们制造很大的压力,我们必须打好这场比赛,因为只要拿下辽宁,我们就能跃居积分榜首位,我相信这场比赛将非常好看。我听说辽足在主场踢得非常凶",75112.txt
3,教育,"教育部发出预警高考生应警惕虚假录取通知书 据新华社北京8月6日电 教育部6日发出预警,提醒考生在接到录取通知书后要按照国家的有关招生政策,依据自己的高考成绩、所报志愿等核实通知书的内容和形式,不给不法分子以可乘之机。 据了解,近日,教育部接到部分考生咨询,南开戈德进修学院委托的代理人在招生宣传时称,招收的新生与统招生毕业享受同等待遇,拿到的本科学位证书可以在网上查到等。经核实,该学院所招收的实际为高等教育自学考试助学班。另外,部分民办院校也称经国家批准,可计划外自主招生,并随意",292890.txt
2,财经,"股市反弹基金调仓正酣 证券时报记者付建利 在实质性政策利好接连出台的刺激下,A股在触及1800点后展开强劲反弹,个股呈现普涨格局,这对于此前因为大盘跌跌不休而深陷流动性困局的基金来说,提供了一个调仓的良机。接受记者采访的基金经理普遍表示,基金此次调仓比以往来得更为猛烈,卖出的主要是前期抗跌的食品饮料、医药等抗跌性强和流动性差的品种,买入的则主要是中字头股票、券商、农业等流动性良好的股票。 转战流动性良好品种 深圳一家大型基金公司一位基金经理前两个月就极为看好",801931.txt
1,科技,"百度人才将更名“百伯” 启用域名baijob.com 新浪科技讯 9月15日上午消息,据百度人才相关负责人确认,百度人才将更名“百伯”,新版logo同时曝光,近期将启用新域名baijob.com改版上线。 据悉,百度人才为百度全资子公司,主要产品为网络招聘,4月时上线测试,实行“按效果付费”的盈利模式。目前使用域名rencai.baidu.com及job.baidu.com。百度人才相关负责人表示,将使用baijob.com作为新域名,而baijob.com.cn尚待确认。 该负责人称,百",581617.txt
1,科技,"肯尼亚角马水中逃脱鳄鱼捕杀瞬间 图 新浪科技讯 北京时间1月26日消息,英国《每日邮报》近日公布了一组照片,展示了一只年轻的角马躲过鳄鱼捕杀的惊险瞬间。 生活在肯尼亚的角马为了寻找食物,需要成群结队穿过一条河,而凶猛的鳄鱼已经张开血盆大嘴等在了那里。它们不断跳出水面,袭击无助的角马。面对死亡威胁,这只年轻角马的未来显然非常渺茫。但是时间就是一切,照片上的这只角马非常幸运,跳出水面袭击它的那只鳄鱼显然算错了时间,动作比角马稍慢了一点。当鳄鱼从角马的背上滑落,并没有捕捉到猎物",483441.txt
3,教育,"60余所一本院校预估2009年安徽报考线 7月2日起,今年高招本科各批次志愿就将填报。今年,清华、北大、中科大这些名校的报考“门槛”究竟有多高?多少分的考生才能报考? 昨日,由中国科技大学和合肥工业大学联合举办的2009年教育部直属高校与部委高校在皖招生咨询活动举行。70余所教育部直属及部委属院校和列入我省一本批次录取的院校参加了咨询活动。记者从咨询会现场特别为考生遴选了60余所省内外知名本科院校,记录招办老师与考生及家长们的招生问答,供考生及家长填报志愿时参考。 需特别提醒的",297205.txt
2,财经,"亚洲银行竞争力排名研究 五年之变扩张隐忧 一、动态评测:变,和未变 亚洲银行竞争力排名从2006年开始,到2010年,已经历了5年时间。这5年时间,全球经济、金融以及银行业发生了非常大的变化,其间依次经历了经济快速增长、美国金融海啸、全球经济危机、政府刺激计划、后危机时代的复苏与政策退出。与此同时,亚洲银行业的竞争力格局也发生了剧烈的变化。 亚洲银行竞争力排名的研究框架,在5年中总体上保持了一以贯之的指标体系。而每一年,研究也都会在银行家、业内专家以及学者访谈的基础上,对指标体",799763.txt
1,科技,"为您生活添姿彩 热门除菌功能冰箱导购 冰箱是我们生活中重要的家用电器,它最大的功能就是保证食物的新鲜不变质,但是研究人员发现,冰箱色拉屉里的细菌量是被认为的安全范围的750倍。这些细菌中包括潜在的杀手细菌大肠杆菌、沙门氏菌和李氏杆菌。 对在30个温度处于冰点以下的家用冰箱的色拉屉里收集的样本进行检测,发现它们所含的细菌高的惊人,每平方厘米平均含有7850个细菌。从中收集的一些样本,每平方厘米含有多达12.9万个细菌。标准电子商务建议 standard EC recommen",532015.txt
1,科技,"联通3G资费将全国统一 本报讯 记者赵谨 昨天,中国联通公司内部透露,在今年10月份正式启动WCDMA商用后,中国联通3G资费也将全国统一,不允许各地分公司自行制定3G资费。这是联通3G资费重要政策之一,是打造联通3G“明白消费”形象的重要举措。而在2G时代,各地都推出不同的资费政策。 中国联通相关人士表示,中国联通高度关注3G资费套餐的设置,全国统一的套餐和资费是中国联通日前的3G套餐设计的最大特色之一,也就是说,联通全国上下只有一种3G资费体系。在2G时代",641949.txt
0,体育,"专访蔡斌:亚锦赛目标只有冠军 冯坤等老将可召回 史春东 王尚飞 2010年女排世锦赛亚洲区资格赛在此间举行,4日晚,中国女排新主帅蔡斌在下榻酒店接受新华社记者独家专访,就中国女排近期表现、新女排战术调整、未来“蔡家军”走向、老队员是否回归等问题,做了解读。 少说多干女排精神不会丢 蔡斌和中国女排抵达成都后“集体失语”,采访得到的也是只言片语,让蔡斌多说更难。记者问起原因,蔡斌听罢,笑着解释,“还不至于吧。其实中国女排刚刚组建,新女排低速起航,队伍太年轻,技术又嫩,要提高的地方很多。越",121254.txt
0,体育,"周健超:夺冠主要运气好 下快棋要有策略避免出错 新浪体育讯 7月7日合肥消息,“皖北煤电杯”第一届全国国际象棋快棋冠军赛在合肥外商国际俱乐部酒店结束了为期5天的比赛。最终上海队周健超力克浙江小将丁立人夺得冠军,并获得5万元奖金。赛后冠军周健超接受了记者的联合采访。 周健超与丁立人的决赛直至下午4点30才结束战斗,双方共进行了5盘的激烈较量,最终周健超在突然死亡法快棋赛中执白战胜丁立人夺冠。赛后周健超回忆到:“这盘棋很复杂,对方为了节省时间应手很快,但是中后盘阶段对手走的招法并不理想,",58445.txt
3,教育,"考生必备:2010年雅思考试时间表 雅思 IELTS ,是一项国际英语水平测试,由剑桥大学测试中心、英国文化委员会和澳大利亚高校国际开发署共同管理。雅思考试分为两种模式:学术类用于测试应试者是否能够在英语环境中就读大学本科和研究生课程;普通培训类则侧重评估应试者是否已具备在英语国家生存所需基本英语技能。在欧美和北美,越来越多的院校开始接受雅思成绩。 2010雅思考试时间表 2010年2月11日 2010年2月20日 2010年2月27日 2010年3月6日 2010年3月",319132.txt
1,科技,"运营商合力部署免费WiFi 增量不增收折射运营模式困惑 本报记者 杨剑 日前,有媒体报道,北京将大规模建设WiFi无线网络。由中国电信 微博 、中国移动 微博 、中国联通 微博 共同在北京部署的“我的北京”无线WiFi网络将能够提供2Mbps的连接带宽,并在未来覆盖全北京大约60%的地区。据悉,这个由北京市政府主导的,通过9万台无线基站组成大规模无线网络的计划还处于建设中,这项WiFi服务将在未来的三年间免费。 国内运营商掀起的WiFi建设热潮一浪接一浪,在WiF",641258.txt
3,教育,"驻美领馆参赞:首批留学生的窘迫生活 美国《侨报》日前刊发了对洛杉矶总领馆教育参赞陈准民的专访,陈准民参赞在采访中回忆了自己的留学生活并讲述了自己作为改革开放后首批留美学生与现在留学生的巨大“反差”。 文章摘录如下: 从中国改革开放之初首次向美国派出留学生至今,已近30年。30年前,中国一年派出的留学人员仅七八十名,而今每年从中国来美留学人员超过18万,数量反差巨大。今天,中国已跻身世界一流强国,可30年前,中国刚从“国家经济几近崩溃边缘”折返。时代不同,中国留学生生活品质",286758.txt
2,财经,"大宗商品跌势未止黄金熊市漫漫无尽头 特约撰稿 刘振东 十月以来,所有的大宗商品均出现了罕见的大跌行情。一时之间华尔街的金融风暴席卷全球。在这一波大熊市行情之中,就连一直被赋予避险功能的黄金也未能幸免于难。黄金的后市将如何走? 我们先来就商品期货市场各品种的近期行情进行回顾: 1、铜:伦敦铜在2008年7月1日创出每吨8645美元的新高之后,历经3个多月的时间,到10月24日创出新低每吨3665美元,下跌幅度达到57.6%之多。目前正处在4000美元一线剧烈震荡。 2、石油",820048.txt
1,科技,"中端单反数码相机 尼康D90套机仅售6850元 作者:小童 【山东行情】 尼康D90 资料 报价 图片 论坛 单反相机已经上市了相当一段时间了,因为相机出色的性能和不错的性价比,到现在还是十分受欢迎的。目前,这款经典的单反相机仍然在市场上活跃。济南五洲数码推出的尼康D90套机 18-105mm 目前价格已经下调到了6850元,感兴趣的朋友不妨多留意一下。 外观方面,尼康D90采用了复合材质设计,机身依然采用经典的黑色,整机覆盖了橡胶蒙皮,宽大厚实的手柄把持度很不错,整体给人以大气时尚",512915.txt
2,财经,"大商所理事会审议通过焦炭期货合约及相关细则 记者 叶苗 编辑 杨晓坤 大连商品交易所第二届理事会第十八次会议于2011年3月30日在成都召开,会议重点审议并通过了焦炭期货合约及其相关细则修正案,为焦炭期货上市铺平了道路。曲立峰副理事长主持会议,大商所副总经理郭晓利及交易所相关部门负责人列席了本次会议。证监会期货一部相关领导出席了理事会。 在此次理事会上,郭晓利受总经理委托作了《关于拟定焦炭期货合约和相关实施细则的报告》,就上市焦炭期货合约的意义、合约和规则设计的总体思路、期货合约",829229.txt
2,财经,"二度收储启动 农产品期货下跌回应 胡军华 市场流传近半月的消息成为事实,国家将在黑龙江大幅增加大豆、玉米、水稻的收储数量,借此稳定相关等农产品种植面积,保护农民种植积极性。 黑龙江省粮食局昨日在官方网站发布消息,表示为了进一步加强粮食市场调控,稳定粮食市场价格,保护种粮农民利益,防止出现农民“卖粮难”问题,国家决定在主产区增加收购部分新粮作为国家临时存储。国家此次下达给黑龙江省国家临时存储收购计划大豆为103万吨、玉米为130万吨、稻谷为260万吨。此批国家临时存储粮食",820236.txt
2,财经,"中小基金公司赶搭发行末班车 本报讯 数据统计显示,剔除2只联接基金,本周共计有15只新基金上柜发行,尤其值得注意的是,15只新基金中有大半隶属于中小规模基金公司。 相关数据显示,今年以来,新基金发行总数已经超过100只,59家基金公司均有新基金发行,不少中小基金公司也成功赶上了今年新基金发行的末班车。这15只正在发售的基金中,有8只基金三季度末的资产管理规模不足200亿元。其中10月26日发行的华商阿尔法和11月16日开始发行的天弘周期策略均属于上述两家基金公司今",808677.txt
3,教育,"高考填报志愿必看的20篇专业及就业前景解析 新浪教育讯 2010年高考即将开始,北京和上海已经开始进行考前本科批次的志愿填报,为了帮助考生和家长选择专业提供帮助,新浪教育频道特别精选整理了20篇专业及就业前景解析文章,希望给广大考生和家长填报志愿提供参考。",301289.txt
2,财经,"美国企业年金巨亏的启示 漫画 万永 本报记者 余? “常在河边走,怎能不湿鞋。”风光了近三十年的美国401K计划正可谓成也萧何,败也萧何,今年以来美国股市的暴跌,造成401K计划上万亿美元的亏损,无数美国人的退休金因此大幅缩水。企业年金该不该大量投资权益类产品?是不是应该把选择投资组合的权力完全交给个人?中介机构该在年金运作中发挥什么样的作用?反思这些问题,或许对中国年金市场的发展不无裨益。 401K计划也称401K条款,根据美国1978年《国内税收法》第40",802643.txt
0,体育,"47分大溃败后邓华德做出回应 他的用意其实很简单 由于非洲兄弟科特迪瓦的仗义相助,小组赛仅胜一场的中国男篮凭借小分上的优势幸运地获得小组出线权。“被出线”后的中国队异常兴奋,主教练邓华德在最后一场与土耳其的小组赛上将本队的首发阵容来了一个“乾坤大挪移”,结果以40:87惨败。这场比赛引起了各方强烈争议,央视主持人直言“这么弄,不妥当”,而邓华德赛后则批评央视不懂球。 “娃娃兵”表现不咋的 提前一轮出线后,中国男篮在对阵土耳其的比赛中派上了平均年龄只有20.4岁的首发阵容:于澍龙和郭艾伦",9142.txt
1,科技,"第五大道奢侈品折扣网:线上第五大道 纽约曼哈顿中央街区的第五大道,阳光映射下泛着亮光的高楼大厦矗立在路旁,街道上,CHANEL、GUCCI、TIFFANY等名店一字排开。世界上很少有街道能像第五大道那样,可以聚集如此众多货品齐全、备受追捧的奢侈品商店。 孙亚菲曾经服务过的华尔街投资公司就在第五大道旁边,她非常清楚第五大道对奢侈品消费者的吸引力。于是,当决定将自己感兴趣的电子商务跟时尚结合 在网上开一家奢侈品折扣店时,孙亚菲要这家店既像第五大道那样拥有众多奢侈品牌,又能让更",550871.txt
2,财经,"回归现货 期货业探寻转型之路 证券时报记者 游石 十年前行业不景气,成就了期货公司产品事业部模式;五年前商品牛市,大营销中心模式后来居上。虽然期货业靠天吃饭,但变是永恒的主题。 面对今年行业由高增长跌入谷底,南华期货副总经理唐启军指出,期货业应该回归现货,有效服务产业经济是期货公司应该选择的转型之路。 南华期货是期货公司业务转型的成功样板。早在2001年行业最为低迷时期,南华期货前瞻性地投资成立了业内第一家期货研究所,以专业化研究帮助公司树立起品牌。公司通过研究所搭",832572.txt
2,财经,"国内商品市场或迎开门红 每经记者 张昊 受近日国际金价连创历史新高、美元持续走软、原油期货高位盘整、国际商品价格以及全球主要股指呈现先抑后扬走势的影响,市场人士指出,国际商品市场多头表现较强,尤其是在美元贬值预期强烈的背景下,国内商品市场今日很可能出现普涨行情。但是,除了黄金上升通道打开可能带来单边行情外,其余品种出现单边行情的可能性相当小。 分析师认为,美元走弱为商品市场带来了看多的氛围,金价突破历史高点,预示上涨空间进一步打开,不排除今日国内黄金股及沪金期",823285.txt
3,教育,"留学中介再曝造假黑幕 3年刻300假章疯狂敛财 近日,广东侨谊海外交流服务中心有限公司深圳服务中心 以下简称“广东侨谊深圳中心” 的申小姐,因分红纠纷将公司两名合伙人告上法庭,目前已由深圳福田法院立案。这起纠纷的背后,还牵扯出3年来该中心伪造公章、造假成绩单的黑幕。 7日下午,申小姐向记者提供了16个伪造的红印章,包括15个学校的公章和1个私人印章。申小姐称,这些红印章都是广东侨谊深圳中心业务负责人王先生伪造的,用于为学习成绩差的学生制造假成绩单。 3年伪造300个公私印章,制造假成",289982.txt
1,科技,"苹果CEO乔布斯出席奥斯卡颁奖礼 图 萨顿认为人群中的一名男子就是乔布斯。但他这一次并没有穿着标志性的黑色高领衫,而是身着一件无尾晚礼服。 业内人士认为,乔布斯完全有理由出席奥斯卡颁奖礼。乔布斯1986年收购了动画公司皮克斯,后来又将其出售给迪士尼,借此成为迪士尼最大的个人股东。而皮克斯的《飞屋环游记》 Up 则被题名为今年奥斯卡最佳动画片奖。 但乔布斯在娱乐行业同时也是一名颇具争议强权人物。苹果iTunes商店的电影销售和租赁业务使得该公司需要与电影公司展开额外的谈判,而",591265.txt
0,体育,"王治郅第五次到海口感叹很美 男篮将边训练边放松 南海网5月17日海口消息 南海网记者韩博文张茂 已经集结完毕的中国男篮今日下午飞抵海口,并将在海口进行为期一周的无球体能训练。 下午16时50分左右,中国国家男篮主教练邓华德率先走出机场,一身黑衣加牛仔裤,显得异常轻松。随后,男篮集训队队员王治郅、王仕鹏、朱芳雨、刘炜、孙悦在内的国家队全体队员相继走出机场。 在接受南海网记者独家采访时,王治郅表示此次已经是第五次来海口,感觉海南很美、天气也很舒服,这一次在海南训练,主要会以恢复体能、恢复",11449.txt
3,教育,"民校高校开招研究生是市场的胜利 近日,包括北京城市学院在内的5所民办高校已通过教育部审批,从2012年起可以正式招收研究生。这是新中国成立以来,我国民办高校首次获得研究生教育资格,普遍认为,此举标志着民办高校学历培养层次进一步提升,打破了过去研究生招生由公办高校、科研院所独家垄断的局面,甚至会引发蝴蝶效应。 教育部此时出台的这一教改政策,值得大声叫好。允许民校进入公平的生源竞争环境,鼓励教育朝专业化、实用性方向发展,迫使公校及时调整不合时宜的教学模式,对公校民校之间进",317327.txt
1,科技,"北京 动感色彩 宾得H90广角DC仅1200元 【IT168 北京行情】宾得Optio H90是今年上市的一款家用DC,相机的整个机身的设计十分简洁,大量采用直线条,机身正面的橙色配色使得了它富有活力和时尚气息,简洁的黑色手柄让该机带点复古的感觉,此外还具备1210万像素的输出能力,支持5倍光学变焦,同时配备了2.7英寸液晶显示屏。目前该机在“北京森丽盟商贸中心”售价仅为1200元,性价比很高,感兴趣的朋友不妨关注下。",492041.txt
3,教育,"时评:高考改革应为农村考生提供公平竞争机会 最近读了原春琳撰写的《15省区公布高考改革方案基本与农村考生无关》一文,感触颇深。文章指出,自主招生“这个制度从执行之初,倾向性就很明显:这个政策基本与农村学校无缘,与农村考生无缘”。 全国有大学849所,具有较强实力的“985工程”学校39所。2010年自主招生的大学有80所,基本属于国内高水平大学。通过自主招生考试跨入高水平大学门槛的考生在6年间翻了6番,而这个政策基本与农村考生无关。据笔者了解,农村能上高中的学生数量本来就少,一般",299959.txt
2,财经,"沪铜天量成交持仓增加 多空决战一触即发 15日沪铜成交连续第三日超百万手,总持仓再度增加10670手至412082手,显示市场多空力量仍在积蓄,短期或将再度展开争夺。 尽管从基本面看,铜价仍有回调压力,但接下来可能让位于资金炒作。技术上看,沪铜主力在5日均线获得支撑依然有效,后市又一轮多空博弈蓄势待发。 相比以前,市场多头腰杆明显硬气不少,首先是受季节性旺季下游消费趋升的支持。众所周知,每年3至5月是铜消费旺季。从铜消费结构看,美国铜消费中建筑占50%,其次是交通运输;而在中",821583.txt
1,科技,"爱帮团发声明致歉耐克鞋团购 新浪科技讯 5月12日午间消息,针对耐克鞋团购项目遭质疑一事,爱帮网对外发布声明,称爱帮网同样是受害者,并已经启动紧急退款元,将网友货款退还。 以下为声明全文: 尊敬的广大网友: 爱帮团在4月28日至5月3日上线了耐克鞋团购项目,在商家发货过程中存在货品与样品明显不符的现象,我们对此感到非常震惊和遗憾,在此,爱帮团全体员工向广大网友表示真诚的歉意!虽然爱帮团同样是此事件的受害者,但在执行过程中始终将网友的利益放在首位,在第一时间启动了紧",575657.txt
2,财经,"海外矿山产量下降 进口需求力挺铜价 国际铜价经过近半年时间的回落整理,投机泡沫得到挤压,市场对于铜价的关注重新回到供需平衡上,伦铜从8900美元/吨位置展开强劲反弹。同时,沪铜也修正了此前对于国内外经济走弱的悲观预期,自66000元/吨大幅反弹至74000元/吨水平。从铜自身基本面来看,海外矿石产量增长不及预期,以及中国可能重新大量进口令投资者对铜价产生浓厚兴趣。尽管国内外制造业显现增长动力不足,未来库存可能增长过快使得铜价上涨高度受限,但在中国进口需求有望强劲恢复的预期",831174.txt
3,教育,"辅导:09年英语专业考研30天冲刺关键点 还有整整一个30天就要考研了,在这段时间里,建议英语专业考研的考生要把主要任务放在“查漏补缺,集中复习”上。 基础英语这张试卷应该注意以下几个问题:首先要反复做真题,这里要注意不要光做本校的,因为本校的题目不可能近几年反复出,做一做主要是掌握他的命题规律,考察的重点,近几年趋向性的变化等等,这里建议大家要做一些同类型学校的题,最好能做十套左右,这样在强度和广度上才能达到英研的标准要求。 第二,要针对自己的薄弱点,进行针对性的复习,词汇方",311587.txt
1,科技,"涨价声中现特价机 海信42寸液晶4690元 编辑点评:这款海信TLM4236P液晶电视在显示性能方面表现比较主流,而功能性没有特殊设计,但是42?液晶电视售价为4690元,价格竞争力还是比较大的,近期有意购买电视的朋友可以考虑一下这款电视。",524841.txt
